image,labels,n_objects,contains_top,split
Y9YQ4KIe9w4nbmJ0U51voQ,"['regulatory--turn-left-ahead--g1', 'other-sign', 'regulatory--no-right-turn--g1', 'other-sign', 'other-sign', 'other-sign', 'complementary--chevron-left--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--no-right-turn--g1', 'other-sign']",13,['complementary--chevron-left--g1'],train
YA0J7e1avq-THHh8kt0ZPw,"['regulatory--keep-left--g1', 'regulatory--keep-left--g1', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign', 'complementary--chevron-left--g3', 'other-sign']",8,['regulatory--no-entry--g1'],train
YATzrdz4bWqxrH8riil0bg,"['complementary--maximum-speed-limit-45--g1', 'complementary--chevron-right--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'warning--double-curve-first-right--g2', 'other-sign']",11,['complementary--chevron-right--g1'],train
YCd7p_1RdoCg2S0tupDoDA,"['other-sign', 'complementary--keep-left--g1', 'warning--pedestrians-crossing--g4', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'warning--pedestrians-crossing--g4', 'warning--pedestrians-crossing--g4', 'warning--pedestrians-crossing--g4', 'regulatory--yield--g1', 'other-sign', 'complementary--keep-right--g1']",12,['regulatory--yield--g1'],train
YDmo9hQhwD3z5gikMPJtLg,"['regulatory--one-way-straight--g1', 'information--living-street--g1', 'regulatory--no-stopping--g15', 'regulatory--no-parking--g1', 'information--pedestrians-crossing--g1', 'regulatory--weight-limit--g1', 'other-sign']",7,['information--pedestrians-crossing--g1'],train
YFsZGHFQomme-WBRNopn-Q,"['regulatory--turn-left--g2', 'regulatory--turn-left--g2', 'regulatory--turn-right--g3', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",8,['regulatory--yield--g1'],test
YGDGrN_rShSHot_cPTsghw,"['warning--railroad-crossing-without-barriers--g3', 'information--pedestrians-crossing--g1', 'regulatory--maximum-speed-limit-40--g1', 'warning--uneven-road--g6', 'other-sign', 'other-sign']",6,['information--pedestrians-crossing--g1'],train
YGIYDzdAliVaFAh0dXk4ng,"['other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'information--pedestrians-crossing--g1', 'regulatory--turn-right--g1', 'regulatory--yield--g1', 'other-sign', 'regulatory--no-left-turn--g1', 'other-sign', 'other-sign', 'regulatory--turn-right--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--go-straight--g1', 'other-sign']",34,"['regulatory--yield--g1', 'information--pedestrians-crossing--g1']",train
YGOcuDZXNGrGmkRKV8ssgw,"['regulatory--no-stopping--g15', 'regulatory--keep-right--g1', 'other-sign', 'other-sign', 'regulatory--keep-right--g1', 'other-sign', 'other-sign', 'other-sign', 'information--motorway--g1', 'other-sign', 'other-sign', 'other-sign', 'information--motorway--g1', 'other-sign', 'other-sign', 'regulatory--yield--g1', 'other-sign', 'other-sign']",18,['regulatory--yield--g1'],val
YGVgIKIrQ14eD0c-6P_sgg,"['warning--divided-highway-ends--g2', 'regulatory--yield--g1', 'other-sign', 'warning--crossroads--g3', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",8,['regulatory--yield--g1'],train
YIIuI8I2X_s4Mb7XWwaVvg,"['complementary--chevron-right--g1', 'other-sign']",2,['complementary--chevron-right--g1'],train
YI_5WAdQeAIw5Ts6Gp-Vlw,"['information--parking--g1', 'regulatory--no-parking--g1', 'regulatory--shared-path-pedestrians-and-bicycles--g1', 'information--parking--g1', 'information--pedestrians-crossing--g1', 'information--pedestrians-crossing--g1', 'information--pedestrians-crossing--g1', 'information--parking--g1', 'other-sign', 'other-sign', 'regulatory--no-stopping--g15', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",24,['information--pedestrians-crossing--g1'],train
YJ3r60OJ2q5EatKUGnd9Jg,"['regulatory--yield--g1', 'other-sign', 'other-sign']",3,['regulatory--yield--g1'],train
YJcdDd-Dyk6MvUXJQBlypw,"['complementary--chevron-left--g1', 'warning--curve-left--g2', 'complementary--chevron-left--g1', 'complementary--maximum-speed-limit-40--g1', 'complementary--chevron-left--g1']",5,['complementary--chevron-left--g1'],train
YLo7HIvZ0SxpwecZUGDuMA,"['regulatory--yield--g1', 'regulatory--yield--g1', 'complementary--trucks-turn-right--g1', 'other-sign', 'regulatory--one-way-left--g1']",5,['regulatory--yield--g1'],val
YMh5ZGW16cp88GtDmLMlQA,"['other-sign', 'other-sign', 'other-sign', 'complementary--chevron-left--g1']",4,['complementary--chevron-left--g1'],val
YNgZ0Qdt6k-KGkBKAB32AA,"['warning--texts--g2', 'regulatory--keep-right--g4', 'regulatory--priority-road--g4', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign']",7,['regulatory--yield--g1'],test
YO2cGM6Kny-qFCu7igUhqA,"['other-sign', 'regulatory--priority-road--g4', 'regulatory--weight-limit--g1', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",10,['regulatory--yield--g1'],val
YPSCLJqIyvQBV8l8Yoy0XA,"['regulatory--stop-signals--g1', 'other-sign', 'regulatory--no-entry--g1']",3,['regulatory--no-entry--g1'],val
YQUSf9M-vskwrapA9XJCPQ,"['information--pedestrians-crossing--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",5,['information--pedestrians-crossing--g1'],train
YRw3Q71r6MW9jw5OW1_U_g,"['other-sign', 'other-sign', 'other-sign', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",11,['regulatory--no-entry--g1'],train
YTEvXN0WKIFw-AhbD4Kg0A,"['regulatory--no-entry--g1', 'regulatory--do-not-block-intersection--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",8,['regulatory--no-entry--g1'],train
YUD-B0JteXmHZQzzh-SKbw,"['warning--crossroads--g3', 'other-sign', 'regulatory--no-entry--g1', 'other-sign']",4,['regulatory--no-entry--g1'],train
YWdyEDUBdjgaacDn1x8Z6Q,['information--pedestrians-crossing--g1'],1,['information--pedestrians-crossing--g1'],train
YWpa6zo4huxT-8k43Lq3aw,['regulatory--no-entry--g1'],1,['regulatory--no-entry--g1'],test
YXQqZxyQ0Cces-g489GPMA,"['other-sign', 'other-sign', 'regulatory--end-of-speed-limit-zone--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--yield--g1', 'other-sign']",9,['regulatory--yield--g1'],train
YZZnPOv02vL9qeR7-HF9eA,"['information--pedestrians-crossing--g1', 'regulatory--priority-road--g4', 'other-sign', 'information--pedestrians-crossing--g1', 'other-sign', 'information--parking--g1']",6,['information--pedestrians-crossing--g1'],train
YZtD8FNW4bA7ewsbP3RQdA,"['complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'warning--junction-with-a-side-road-acute-right--g1', 'other-sign', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",23,['complementary--chevron-right--g1'],train
Y_Gg1f_W54d18YpsPGTqBQ,"['regulatory--yield--g1', 'regulatory--priority-road--g4', 'information--limited-access-road--g1', 'information--motorway--g1', 'other-sign', 'complementary--trucks-turn-right--g1', 'other-sign', 'other-sign']",8,['regulatory--yield--g1'],test
Y_JfxUqK9dedYGC9jo39Hg,"['complementary--chevron-left--g1', 'other-sign', 'other-sign']",3,['complementary--chevron-left--g1'],train
Y__yzOhr5U9LwWoze6RtAQ,"['regulatory--yield--g1', 'regulatory--keep-right--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",6,['regulatory--yield--g1'],train
Ya3dnQrtpri0RJcRKgut9g,"['regulatory--no-u-turn--g1', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",11,['regulatory--yield--g1'],test
YaxZB2AOTklGiwlRLEa-fQ,"['other-sign', 'other-sign', 'regulatory--one-way-left--g1', 'other-sign', 'other-sign', 'regulatory--no-heavy-goods-vehicles--g1', 'other-sign', 'regulatory--no-entry--g1', 'other-sign', 'other-sign']",10,['regulatory--no-entry--g1'],train
YczcO6gPscO1Xzqu1BGENw,"['other-sign', 'regulatory--roundabout--g1', 'regulatory--weight-limit--g1', 'other-sign', 'regulatory--no-left-turn--g2', 'regulatory--no-entry--g1']",6,['regulatory--no-entry--g1'],train
Yd5Hld7Z934eohjMaRJZ1w,"['other-sign', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1']",3,['complementary--chevron-left--g1'],train
YeK2TD8qxGeNbCwMln58Cg,"['regulatory--no-parking--g1', 'other-sign', 'other-sign', 'regulatory--one-way-right--g1', 'other-sign', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign', 'information--emergency-facility--g2']",10,['regulatory--no-entry--g1'],train
YeN03L34Mjy_XAmGx0rOww,"['other-sign', 'regulatory--shared-path-bicycles-and-pedestrians--g1', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'warning--slippery-road-surface--g1', 'regulatory--keep-right--g1', 'other-sign', 'regulatory--no-stopping--g15', 'regulatory--go-straight--g1', 'other-sign', 'other-sign', 'other-sign', 'warning--slippery-road-surface--g1']",19,['regulatory--yield--g1'],train
YfGZeqW9y_oIzMsFPXwJag,"['other-sign', 'information--pedestrians-crossing--g1', 'regulatory--road-closed-to-vehicles--g3']",3,['information--pedestrians-crossing--g1'],train
Yg-AWC9PMDokIqyXpg7ZxQ,"['other-sign', 'other-sign', 'other-sign', 'other-sign', 'complementary--chevron-right--g1', 'other-sign', 'other-sign', 'other-sign', 'complementary--chevron-right--g1', 'other-sign', 'other-sign', 'other-sign']",12,['complementary--chevron-right--g1'],test
Yg4EkSAXuGXrS4TPRE2dKw,"['other-sign', 'information--pedestrians-crossing--g1', 'other-sign', 'information--pedestrians-crossing--g1', 'other-sign', 'other-sign', 'regulatory--one-way-straight--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",13,['information--pedestrians-crossing--g1'],train
Yg4PzdtGbfeBp_XDQ1PStw,"['regulatory--maximum-speed-limit-5--g1', 'information--pedestrians-crossing--g1', 'regulatory--pass-on-either-side--g1', 'information--pedestrians-crossing--g1', 'other-sign', 'other-sign', 'regulatory--pass-on-either-side--g1', 'information--parking--g1', 'other-sign', 'other-sign', 'other-sign', 'complementary--obstacle-delineator--g1', 'other-sign']",13,['information--pedestrians-crossing--g1'],train
YhgEdQ4vlbJjvV17kjVRqA,"['regulatory--yield--g1', 'regulatory--bicycles-only--g1', 'regulatory--roundabout--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",7,['regulatory--yield--g1'],test
YhvTy-m6SFKod640FAN8Lg,"['warning--falling-rocks-or-debris-right--g2', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",11,['complementary--chevron-left--g1'],test
YifSJiOkq0oc7FABfyVXrA,"['regulatory--no-right-turn--g2', 'regulatory--no-entry--g1']",2,['regulatory--no-entry--g1'],train
YitOGA-Y9yQ2yh14jLusMQ,"['regulatory--no-right-turn--g1', 'regulatory--turn-left--g2', 'other-sign', 'regulatory--no-entry--g1', 'regulatory--one-way-left--g3', 'other-sign', 'regulatory--one-way-left--g3', 'regulatory--no-entry--g1', 'regulatory--no-right-turn--g1', 'other-sign']",10,['regulatory--no-entry--g1'],test
YjuB7jKWzkedriWwceaFQg,"['warning--railroad-crossing-without-barriers--g3', 'other-sign', 'information--pedestrians-crossing--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",7,['information--pedestrians-crossing--g1'],train
YkkNr48IHYG8x-oJ-e97Dg,"['regulatory--go-straight-or-turn-left--g2', 'regulatory--go-straight--g3', 'other-sign', 'regulatory--no-parking-or-no-stopping--g2', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'complementary--chevron-right--g1', 'other-sign']",12,['complementary--chevron-right--g1'],train
Ykommogpbo45Wks_ZuRSpw,"['other-sign', 'other-sign', 'warning--road-narrows-right--g2', 'regulatory--no-entry--g1', 'other-sign']",5,['regulatory--no-entry--g1'],train
YlfKIOSEIR0vwdr9HOW4vw,"['regulatory--maximum-speed-limit-40--g1', 'information--pedestrians-crossing--g1', 'warning--children--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'information--pedestrians-crossing--g1', 'other-sign']",11,['information--pedestrians-crossing--g1'],val
YlgujJ-a0WDtUnMyVggPYQ,"['regulatory--stop--g2', 'other-sign', 'regulatory--yield--g1']",3,['regulatory--yield--g1'],train
YllVLS_zeXLs4-GtFMW5RQ,"['information--pedestrians-crossing--g1', 'information--pedestrians-crossing--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",6,['information--pedestrians-crossing--g1'],train
Ym99qau2s3neFcmDE5wFMw,"['other-sign', 'information--pedestrians-crossing--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",14,['information--pedestrians-crossing--g1'],val
YmzKQmvhUZxyKa0i1YHCqQ,"['regulatory--go-straight--g1', 'regulatory--no-right-turn--g1', 'other-sign', 'other-sign', 'other-sign', 'regulatory--yield--g1', 'other-sign', 'information--parking--g1']",8,['regulatory--yield--g1'],train
YnKyAX4bXLhcFKH_rVd-6w,"['regulatory--no-entry--g1', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",9,['regulatory--no-entry--g1'],train
Ynua6t5z_yVvRNyBzFvjVg,"['regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign']",4,['regulatory--yield--g1'],train
YoYKhICAULCqQB6IXtNk_g,"['warning--turn-right--g1', 'complementary--chevron-left--g1', 'complementary--maximum-speed-limit-30--g1']",3,['complementary--chevron-left--g1'],train
Yoc4sFeMJjEbVvRKe9_RQg,"['regulatory--yield--g1', 'regulatory--maximum-speed-limit-35--g2', 'other-sign', 'regulatory--turning-vehicles-yield-to-pedestrians--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",10,['regulatory--yield--g1'],train
YpM2_RC4mSmciaLlb8MGmg,"['warning--roundabout--g1', 'regulatory--turn-right--g1', 'regulatory--keep-right--g1', 'complementary--chevron-left--g4', 'other-sign', 'regulatory--yield--g1', 'complementary--chevron-left--g4', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",11,['regulatory--yield--g1'],train
YpRb3vL8n0-zBd6yBmGqbw,"['complementary--chevron-right--g1', 'other-sign', 'regulatory--no-bicycles--g3', 'regulatory--no-motor-vehicles-except-motorcycles--g2', 'other-sign', 'other-sign']",6,['complementary--chevron-right--g1'],train
YqMFrRar9OMsae25NIjnGg,"['regulatory--end-of-maximum-speed-limit-70--g2', 'other-sign', 'regulatory--yield--g1', 'other-sign', 'other-sign']",5,['regulatory--yield--g1'],train
Yqpc23kl4ogCSgQH89XOUA,"['regulatory--yield--g1', 'regulatory--yield--g1', 'regulatory--turn-right--g1', 'regulatory--height-limit--g1', 'regulatory--height-limit--g1']",5,['regulatory--yield--g1'],train
YrgWvsszgi6HjEmHKVocMA,"['information--pedestrians-crossing--g1', 'other-sign', 'information--pedestrians-crossing--g1', 'other-sign', 'other-sign', 'other-sign']",6,['information--pedestrians-crossing--g1'],val
Yrn-9ZOhMAgBNfjp0wwFAw,"['other-sign', 'regulatory--yield--g1', 'regulatory--yield--g1', 'regulatory--no-entry--g1', 'regulatory--no-entry--g1', 'regulatory--no-entry--g1', 'regulatory--one-way-right--g3', 'regulatory--one-way-left--g3', 'regulatory--one-way-left--g3']",9,"['regulatory--yield--g1', 'regulatory--no-entry--g1']",val
YrzH2VNvz42h5i8Zprl3vA,"['regulatory--keep-right--g2', 'other-sign', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",12,['regulatory--yield--g1'],train
YuYR-J34uj4sk2lxFsRfdg,"['other-sign', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'other-sign']",5,['complementary--chevron-right--g1'],train
YurgPycipyRZABm_4CZS8g,"['warning--crossroads--g1', 'information--pedestrians-crossing--g1', 'regulatory--no-stopping--g15', 'information--pedestrians-crossing--g1', 'warning--children--g1', 'warning--crossroads--g1', 'information--parking--g1']",7,['information--pedestrians-crossing--g1'],train
Yx97O7KS3dEyBO7ITqHHFw,"['other-sign', 'other-sign', 'regulatory--no-entry--g1', 'other-sign']",4,['regulatory--no-entry--g1'],test
Z0D1xtILVkBKLVu1HT9jPg,"['other-sign', 'warning--pedestrians-crossing--g4', 'complementary--go-right--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--yield--g1', 'complementary--turn-left--g2', 'other-sign', 'other-sign', 'other-sign', 'complementary--keep-left--g1', 'regulatory--maximum-speed-limit-25--g2']",18,['regulatory--yield--g1'],train
Z0H-vTWkNVXmZEvcGsa7sw,"['complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'warning--roundabout--g25', 'warning--children--g2', 'other-sign']",6,['complementary--chevron-left--g1'],train
Z0O2KmLyc1Fxs0hDBN05aw,"['warning--curve-right--g2', 'regulatory--yield--g1']",2,['regulatory--yield--g1'],train
Z0Ppp7YHRn5zX5jFzmX4uw,"['regulatory--yield--g1', 'information--parking--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",9,['regulatory--yield--g1'],train
Z1trIsP1TluiqCso6G7zhw,"['regulatory--maximum-speed-limit-50--g1', 'complementary--chevron-left--g1', 'regulatory--no-overtaking--g2', 'other-sign', 'other-sign', 'other-sign']",6,['complementary--chevron-left--g1'],train
Z2YwyexqRMDOH0c6MNClcA,"['other-sign', 'warning--slippery-road-surface--g2', 'complementary--chevron-right--g1']",3,['complementary--chevron-right--g1'],train
